PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
224388640,20065292,27,2020-04-05T03:35:00,"1000 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.02762362,40.47895465
224390794,20065364,14,2020-04-05T11:55:00,"300 Block Blvd Of The Allies Pittsburgh, AK 15222",N,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-80.00185666,40.43809912
224391100,20065381,5,2020-04-05T13:45:00,"1400 Block Nobles Ln Pittsburgh, PA 15210",N,Carrick,3,BURGLARY,3502 Burglary. / 3503 Criminal Trespass,2901,4,3,-79.99800013,40.39999363
224212296,20062417,99,2020-03-31T17:08:00,"7th Ave & Smithfield St Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99684403,40.4428382
224218814,20062563,0,2020-03-31T20:42:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,99,9998 Overdose Other,1306,9,2,-79.87132859,40.45661624
224280409,20063142,6,2020-04-01T19:46:00,"300 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION",2304,1,1,-80.0009078,40.45089356
224314290,20063722,10,2020-04-02T17:31:00,"1400 Block Casement St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2715,1,1,-80.03200298,40.47038209
224324965,20064007,14,2020-04-03T03:16:00,"4900 Block Penn Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,809,7,2,-79.94487039,40.46495403
224330937,20064078,5,2020-04-03T08:00:00,"200 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1914,2,5,-80.0078028,40.42637179
224335000,20064069,24,2020-04-03T09:00:00,"2400 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1609,3,3,-79.97078823,40.4279556
224348528,20064333,10,2020-04-03T16:44:00,"100 Block Olympia St Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709 Harassment (Non-Specific),1903,,,0,0
224351683,20064436,26,2020-04-03T17:00:00,"1200 Block Oakmont St Pittsburgh, PA 15205",N,Crafton Heights,6,CRUELTY TO ANIMALS,5511 Cruelty to Animals.,2815,,,0,0
224357718,20064520,99,2020-04-03T22:36:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,AIDED CASE,9497 Aided Case,1306,9,2,-79.87402468,40.45296064
224358463,20064542,23,2020-04-03T23:40:00,"300 Block Enright Ct Pittsburgh, PA 15206",Y,East Liberty,5,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 627.02(b)(i) Possessing a small amount of marijuana,1115,9,2,-79.91684041,40.46088715
224508883,20067388,27,2020-04-08T21:00:00,"600 Block N St Clair St Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1113,9,2,-79.92510365,40.46804599
224509382,20067399,10,2020-04-08T16:58:00,"100 Block S Aiken Ave Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT,2709 Harassment (Non-Specific),809,1,1,-80.0051924,40.45101142
224510304,20060817,0,2020-03-29T00:15:00,"West End Cir & W Carson St Pittsburgh, PA 15220",N,West End,6,99,3733 Fleeing or Attempting to Elude Police Officer,2019,,,0,0
224520025,20067600,26,2020-04-09T07:15:00,"700 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,KIDNAPPING,2901 Kidnapping.,201,8,3,-79.90552717,40.4502961
224529062,20067697,3,2020-04-09T11:30:00,"5800 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,ROBBERY,3701 Unattended Motor Vehicle.,705,8,2,-79.93146985,40.45763552
224546001,20067939,99,2020-04-09T18:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.02196846,40.45121772
224546125,20067934,29,2020-04-09T17:30:00,"1100 Block Liverpool St Pittsburgh, PA 15233",N,Manchester,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2107,6,1,-80.02176801,40.45605668
224551046,20068000,14,2020-04-09T20:30:00,"100 Block CHARLES St Pittsburgh, PA 15210",N,Knoxville,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,3001,3,5,-79.98818255,40.41664751
224414020,20064803,10,2020-04-04T13:35:00,"N Homewood Ave & Felicia Way Pittsburgh, PA 15208",N,Homewood South,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 5121 Escape. / 1784 Proof of Financial Responsibility Following Violation. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1311 Registration Card to be Signed and Exhibited on Demand. / 3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3310 Following Too Closely.,1303,9,2,-79.89647806,40.45694901
224416167,20065903,27,2020-04-01T15:25:00,"Gist St & Blvd Of The Allies Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,103,6,3,-79.97959931,40.43604662
224417353,20065902,0,2020-04-06T12:15:00,"1500 Block Obey St Pittsburgh, PA 15220",Y,Crafton Heights,6,99,9999 (Misc. Crime): Shotspotter,2815,,,0,0
224421576,20066002,10,2020-04-06T14:11:00,"400 Block Mc Manus St Pittsburgh, PA 15210",Y,Mount Oliver,3,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,1607,3,0,-79.98110095,40.40990076
224421841,20066036,0,2020-04-06T16:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): ,1106,9,2,-79.90861668,40.47030563
224427224,20066046,3,2020-04-06T16:47:00,"3100 Block Allendale St Pittsburgh, PA 15204",N,Sheraden,6,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 3502 Burglary.,2022,2,5,-80.05995929,40.45438367
224432526,20066288,17,2020-04-07T01:31:00,Zone 3,N,,3,INDECENT ASSAULT OF PERSON UNDER 16,3126(a)(8) Indecent assault of person under 16,,,,,
224433227,20066320,99,2020-04-07T04:15:00,"4500 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,802,7,2,-79.95186749,40.46292633
224393575,20065487,0,2020-04-05T17:54:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,99,9994 PFA Service,103,6,3,-79.9854587,40.43604397
224399724,20065635,14,2020-04-06T00:12:00,"1200 Block Lincoln Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1202,9,2,-79.89842704,40.46472871
224419601,20065990,6,2020-04-06T03:05:00,"1000 Block Theona St Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2902,4,3,-79.98668806,40.40595383
224421085,20066005,10,2020-04-06T15:20:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-80.00207711,40.4412364
224421949,20066047,0,2020-04-06T09:30:00,"400 Block Enright Ct Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,9,2,-79.91657036,40.46094081
224422488,20066054,27,2020-04-06T16:16:00,"100 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,3,5,-79.98811009,40.41517507
224423141,20066073,11,2020-04-06T00:01:00,"6000 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,IDENTITY THEFT,4120 Identity Theft,1115,,,0,0
224425346,20066079,6,2020-04-06T09:00:00,"1900 Block Zoller St Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT FROM AUTO,3934 Theft from Vehicle,2620,1,1,-79.98753218,40.46603491
224426221,20066088,10,2020-04-06T18:00:00,"1700 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709 Harassment (Non-Specific),1413,5,3,-79.9231547,40.43792491
224427559,20066104,14,2020-04-06T17:30:00,"3900 Block Butler St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,603,7,2,-79.96373819,40.46760173
224427716,20066105,6,2020-04-06T18:00:00,"200 Block N Murtland St Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1405,9,2,-79.90477793,40.45171868
224427728,20066090,0,2020-04-06T19:17:00,"800 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9994 PFA Service,509,,,0,0
224429710,20066171,27,2020-04-06T20:05:00,"Queensboro Ave & Chelton Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1918,4,5,-80.01705509,40.39156859
224369888,20064699,10,2020-04-04T09:50:00,"1100 Block Greenfield Ave Pittsburgh, PA 15217",Y,Greenfield,4,SIMPLE ASSAULT,2701 Simple Assault.,1517,5,3,-79.93000198,40.42160959
224391183,20065346,14,2020-04-05T12:31:00,"5200 Block Gertrude St Pittsburgh, PA 15207",Y,Hazelwood,4,CRIM MISCHIEF,3304 Criminal Mischief. / 13(a)(16) Possession of Controlled Substance,1515,5,3,-79.9421169,40.40614234
224394524,20065437,10,2020-04-05T16:05:00,"600 Block Tarragonna St Pittsburgh, PA 15210",Y,Bon Air,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1806,,,0,0
224398800,20065608,5,2020-04-05T22:05:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,BURGLARY,3502 Burglary.,1303,9,2,-79.89564758,40.45402449
224399540,20065632,6,2020-04-05T23:45:00,"40 Block Noster St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2620,1,1,-79.9898309,40.46477543
224585739,20068738,0,2020-04-11T03:33:00,"2800 Block Veteran St Pittsburgh, PA 15214",N,Perry South,1,99,9997 Overdose Death,2615,1,1,-80.00924443,40.47356909
224590186,20068792,99,2020-04-11T07:50:00,"Perrysville Ave & Marshall Ave Pittsburgh, PA 15214",N,Perry North,1,AIDED CASE,9497 Aided Case,2607,1,1,-80.01125171,40.47495798
224596504,20068997,99,2020-04-11T16:13:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,FOUND PROPERTY,9489 Found Property,2904,4,3,-79.97880437,40.38545026
224597390,20069035,0,2020-04-11T17:15:00,"400 Block East Commons Pittsburgh, PA 15212",N,Allegheny Center,1,99,9998 Overdose Other,2204,1,1,-80.00315785,40.45130467
224607652,20069229,0,2020-04-12T02:58:00,"3100 Block Banksville Rd Pittsburgh, PA 15216",Y,Banksville,6,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,2023,2,5,-80.04345424,40.40107725
-3320006661,20069293,17,2020-04-12T02:25:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
224613283,20068077,3,2020-04-09T22:38:00,"900 Block Norwich Ave Pittsburgh, PA 15226",Y,Brookline,6,ROBBERY,3701 Robbery. / 2701 Simple Assault.,1918,4,5,-80.02287849,40.38989319
224481279,20066825,10,2020-04-08T00:30:00,"7100 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1302,9,2,-79.89750503,40.46071876
224482320,20066854,0,2020-04-08T01:38:00,"4800 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): Building struck by lightning,804,7,2,-79.94702267,40.46036027
224483209,20066906,0,2020-04-08T03:14:00,"3500 Block 5th Ave Pittsburgh, PA 15213",N,West Oakland,4,99,9999 9999 - (Misc. Incident): ,402,3,3,-79.95984773,40.44041595
224508003,20067350,99,2020-04-08T20:20:00,"1400 Block Sandusky St N Pittsburgh, PA 15212",N,Central North Side,1,AIDED CASE,9497 Aided Case,2206,6,1,-80.00512622,40.4577152
224461820,20066538,99,2020-04-07T13:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.90861668,40.47030563
224468627,20066552,10,2020-04-07T13:53:00,"700 Block Woodlow St Pittsburgh, PA 15205",Y,Crafton Heights,6,SIMPLE ASSAULT,2701 Simple Assault.,2814,,,0,0
224475418,20066676,0,2020-04-07T18:30:00,"900 Block Washington Blvd Pittsburgh, PA 15206",N,Homewood West,5,99,9999 9999 - (Misc. Incident): ,1207,9,2,-79.9071295,40.45990825
224482645,20064580,0,2020-04-04T01:55:00,"S Beatty St & Baum Blvd Pittsburgh, PA 15206",Y,East Liberty,5,99,3733 Fleeing or Attempting to Elude Police Officer / 3112 Traffic-Control Signals. / 3736 Reckless Driving / 3734 Driving without Lights to Avoid Identification or Arrest,1115,9,2,-79.9280541,40.46008783
224485564,20066953,18,2020-04-08T05:51:00,"10 Block E North Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2204,1,1,-80.00614615,40.45585165
224491134,20066997,10,2020-04-08T08:50:00,"1300 Block Fulton St Pittsburgh, PA 15233",Y,Manchester,1,RESIST ARREST/OTHER LAW ENFORC,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 5104 Resisting Arrest or Other Law Enforcement. / 2902 Unlawful Restraint.,2107,6,1,-80.02460703,40.45390727
-3465000181,20067683,0,2020-04-08T21:06:00,"10 Block Sharon St Pittsburgh, PA 15210",N,South Side Slopes,3,99,9997 Overdose Death,1706,,,-79.84675613,40.42438438
224512428,20067555,6,2020-04-09T04:09:00,"2600 Block Brackenridge St Pittsburgh, PA 15219",N,Terrace Village,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,510,6,3,-79.9674183,40.44589995
224522389,20067641,0,2020-04-09T09:05:00,"1500 Block Cameo Way Pittsburgh, PA 15212",N,Central North Side,1,99,9998 Overdose Other,2503,6,1,-80.01509788,40.4569161
224459247,20066494,27,2020-04-07T00:05:00,"3000 Block Arlington Ave Pittsburgh, PA 15210",N,Arlington Heights,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1604,,,0,0
224465680,20066523,6,2020-04-04T17:00:00,"400 Block N Neville St Pittsburgh, PA 15213",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,709,8,3,-79.94954154,40.4514087
224473703,20066590,10,2020-04-07T14:20:00,"1000 Block Pennsylvania Ave Pittsburgh, PA 15233",N,Manchester,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2107,6,1,-80.02015017,40.45520886
224476439,20066681,10,2020-04-07T18:18:00,"200 Block Atwood St Pittsburgh, PA 15213",Y,Central Oakland,4,SIMPLE ASSAULT,2701 Simple Assault. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,405,,,0,0
224480430,20066780,6,2020-04-06T23:59:00,"700 Block Lorenz Ave Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2020,2,5,-80.03924987,40.44511801
224480680,20066769,9,2020-04-07T21:56:00,"900 Block Montooth St Pittsburgh, PA 15210",N,Beltzhoover,3,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,1809,3,5,-80.00583734,40.4152074
224480764,20066233,6,2020-04-06T23:16:00,"7500 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,THEFT FROM AUTO,3934 Theft from Vehicle,1303,,,0,0
224481076,20066811,27,2020-04-08T00:15:00,"2100 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,501,6,3,-79.97887644,40.44437112
224493958,20067096,10,2020-04-08T12:16:00,"800 Block Blossom Way Pittsburgh, PA 15212",Y,East Allegheny,1,SIMPLE ASSAULT,2701 Simple Assault.,2304,1,1,-79.9972497,40.45705079
224511276,20067417,0,2020-04-08T22:21:00,"1200 Block Mutual St Pittsburgh, PA 15204",Y,Strip District,6,99,9998 Overdose Other,203,,,0,0
-3344001406,20069424,0,2020-04-12T12:03:00,"100 Block Secane Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,3,5,-80.00370905,40.42192538
224622318,20069641,10,2020-04-12T14:30:00,"200 Block Sagamore St Pittsburgh, PA 15204",N,Esplen,6,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2017,2,5,-80.0533066,40.46370705
224628336,20069788,26,2020-04-13T04:14:00,"6600 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1208,9,2,-79.91088487,40.45922841
224652877,20070099,6,2020-04-13T17:50:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2107,,,0,0
224681716,20070441,14,2020-04-14T09:00:00,"1900 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2901,4,3,-79.9885381,40.39565905
224577679,20068503,6,2020-04-10T17:46:00,"5400 Block Bryant St Pittsburgh, PA 15206",N,Morningside,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1014,,,0,0
224590116,20068404,10,2020-04-10T14:43:00,"800 Block Norwich Ave Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT,2709(a) Harassment.,1918,4,5,-80.02450877,40.39124509
224533373,20067740,0,2020-04-09T12:21:00,"1300 Block Hartwell St Pittsburgh, PA 15205",Y,Westwood,6,99,9998 Overdose Other,2811,2,5,-80.05092126,40.43697658
224561584,20068270,99,2020-04-10T09:30:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,9,2,-79.8928014,40.44965463
224576674,20068437,10,2020-04-10T16:07:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,901,7,2,-79.9616807,40.46870105
-3320006633,20067749,0,2020-04-09T12:45:00,"1800 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,99,9992 Governor's Order Violation,1014,7,2,-79.92559182,40.48536096
224591608,20068838,6,2020-04-06T18:00:00,"300 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1903,2,5,-80.01055532,40.43111542
224592235,20068889,5,2020-04-11T11:57:00,"5200 Block Dresden Way Pittsburgh, PA 15201",N,Upper Lawrenceville,2,BURGLARY,3502 Burglary.,1011,7,2,-79.95401361,40.4801469
224592730,20068890,6,2020-04-11T11:56:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1405,9,3,-79.89513557,40.44712288
224607456,20069236,99,2020-04-12T01:37:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1921,2,5,-80.02135287,40.44213955
-3413033293,20069357,0,2020-04-12T09:25:00,"500 Block Griffin St Pittsburgh, PA 15211",N,Mount Washington,3,99,9090 Recovered Firearm,1915,2,5,-80.01079424,40.42318074
224552370,20068077,3,2020-04-09T22:38:00,"900 Block Norwich Ave Pittsburgh, PA 15226",Y,Brookline,6,ROBBERY,3701 Robbery. / 2701 Simple Assault.,1918,4,5,-80.02287849,40.38989319
224568947,20068299,99,2020-04-10T10:46:00,"700 Block W North Ave Pittsburgh, PA 15212",N,Central North Side,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2206,1,1,-80.01366432,40.45416108
224699425,20070618,0,2020-04-14T14:48:00,"6th Ave & Coffey Way Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.99892231,40.44189713
224701983,20070655,14,2020-04-14T14:15:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,CRIM MISCHIEF,3304 Criminal Mischief.,509,6,3,-79.974274,40.44961434
224707210,20070728,6,2020-04-13T18:45:00,"100 Block E Agnew Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3503 Criminal Trespass,2902,4,3,-79.98602074,40.39522179
224708814,20070770,6,2020-04-14T19:57:00,"5100 Block Penn Ave Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 907 Possessing Instruments of Crime.,809,7,2,-79.94273724,40.4647828
224709897,20070772,10,2020-04-14T19:23:00,"600 Block Seagirt St Pittsburgh, PA 15221",Y,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1306,9,2,-79.87905959,40.45205717
224711123,20070733,11,2020-04-12T20:50:00,"1100 Block Marshall Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT BY DECEPTION,3922 Theft by Deception.,2704,1,1,-80.02505085,40.46688375
224712344,20070795,99,2020-04-14T19:00:00,"400 Block S Aiken Ave Pittsburgh, PA 15224",N,Bloomfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),806,7,2,-79.93839799,40.45947661
224723721,20070571,0,2020-04-14T13:23:00,"Smithfield St & Oliver Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.99816279,40.44080944
224615511,20069449,0,2020-04-12T03:00:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,2620,1,1,-79.99204185,40.46535965
